"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","superkingdom","kingdom","phylum","class","order","family","genus","species"
"Altica ambiens","Altica ambiens",4,"National Center for Biotechnology Information","9828a471-911f-5cc2-9996-2c81650f80ac","Altica ambiens","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Galerucinae|Alticini|Alticina|Altica|Altica ambiens","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|subtribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|27439|63710|131578|211086|131581|2485434","2485434",0,"2024-01-09T23:39:25Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Altica","Altica ambiens"
"Aluterus schoepfii","Aluterus schoepfii",4,"National Center for Biotechnology Information","dd2340d2-662a-512d-8ad5-708153ccd1ee","Aluterus schoepfii","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Tetraodontiformes|Balistoidea|Monacanthidae|Aluterus|Aluterus schoepfii","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|31022|31023|143346|303709|1182934","1182934",0,"2024-01-09T22:47:42Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus schoepfii"
"Alvania carinata","Alvania carinata",4,"National Center for Biotechnology Information","958c9391-cf05-5160-af2f-ef82bc1e2dcb","Alvania circinata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|Caenogastropoda|Littorinimorpha|Rissooidea|Rissoidae|Alvania|Alvania circinata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6448|69555|216294|55730|122955|707132|1746109","1746109",2,"2024-01-09T23:09:55Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania","Alvania circinata"
"Alypia langtonii","Alypia langtonii",4,"National Center for Biotechnology Information","321e553d-4bd5-58b2-a870-9899c633b55c","Alypia langtoni","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Noctuidae|Agaristinae|Alypia|Alypia langtoni","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|7100|95209|689118|1485771","1485771",1,"2024-01-09T22:59:45Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Alypia","Alypia langtoni"
"AMBLOPLITES RUPESTRIS","Ambloplites rupestris",4,"National Center for Biotechnology Information","499a45e1-eda5-5ab5-858f-b5d7715da17e","Ambloplites rupestris","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Centrarchiformes|Centrarchoidei|Centrarchidae|Ambloplites|Ambloplites rupestris","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|1489940|1545897|8180|109272|109273","109273",0,"2024-01-09T22:09:10Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Actinopteri","Centrarchiformes","Centrarchidae","Ambloplites","Ambloplites rupestris"
"AMEIRUS CATUS","Ameirus catus",4,"National Center for Biotechnology Information","cb6b988d-29cc-5531-9093-f941f9d497a8","Ameiurus catus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Otomorpha|Ostariophysi|Otophysi|Characiphysae|Siluriformes|Siluroidei|Ictaluridae|Ameiurus|Ameiurus catus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|subcohort|clade|superorder|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|186634|32519|186626|186628|7995|1489793|7996|50384|66911","66911",1,"2024-01-09T22:07:22Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Chordata","Actinopteri","Siluriformes","Ictaluridae","Ameiurus","Ameiurus catus"
"AMEIURUS NEBULOSUS","Ameiurus nebulosus",4,"National Center for Biotechnology Information","e108655d-663d-55fc-ba83-7bbd524f08df","Ameiurus nebulosus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Otomorpha|Ostariophysi|Otophysi|Characiphysae|Siluriformes|Siluroidei|Ictaluridae|Ameiurus|Ameiurus nebulosus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|subcohort|clade|superorder|order|suborder|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|186634|32519|186626|186628|7995|1489793|7996|50384|27778","27778",0,"2024-01-09T22:05:44Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Actinopteri","Siluriformes","Ictaluridae","Ameiurus","Ameiurus nebulosus"
"Ametastegia glabra","Ametastegia glabra",4,"National Center for Biotechnology Information","e987355f-6c88-589d-8bbd-29420f560a06","Ametastegia glabrata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Tenthredinoidea|Tenthredinidae|Allantinae|Ametastegia|Ametastegia glabrata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|85772|27532|112290|655805|1384761","1384761",2,"2024-01-09T22:55:45Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Ametastegia","Ametastegia glabrata"
"Ametastegia tener","Ametastegia tener",4,"National Center for Biotechnology Information","328f3653-ee63-50a2-9fbe-d1a767dc0675","Ametastegia tenera","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Tenthredinoidea|Tenthredinidae|Allantinae|Ametastegia|Ametastegia tenera","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|85772|27532|112290|655805|1384764","1384764",1,"2024-01-09T22:55:45Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Ametastegia","Ametastegia tenera"
"Ammogramus savannarum","Ammogramus savannarum",4,"National Center for Biotechnology Information","c8646eed-241c-5cb7-a2b7-2ad003b39048","Ammodramus savannarum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Passeriformes|Passerellidae|Ammodramus|Ammodramus savannarum","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|9126|1729112|69261|135422","135422",1,"2024-01-09T22:10:16Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Chordata","Aves","Passeriformes","Passerellidae","Ammodramus","Ammodramus savannarum"
"Ammospiza caudacuta","Ammospiza caudacuta",4,"National Center for Biotechnology Information","f236d2aa-9ea1-515f-8f9f-a82014150e84","Ammospiza caudacuta","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Passeriformes|Passerellidae|Ammospiza|Ammospiza caudacuta","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|order|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|9126|1729112|2517974|2857398","2857398",0,"2024-01-09T23:53:41Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Aves","Passeriformes","Passerellidae","Ammospiza","Ammospiza caudacuta"
"Anacampsis consclusella","Anacampsis consclusella",4,"National Center for Biotechnology Information","d297e7dd-a0f4-5a8c-b50f-880443848833","Anacampsis conclusella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Gelechioidea|Gelechiidae|Anacampsinae|Anacampsis|Anacampsis conclusella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|37581|32434|347701|700132|1473608","1473608",1,"2024-01-09T22:59:19Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsis","Anacampsis conclusella"
"Anaxyris americanus","Anaxyris americanus",4,"National Center for Biotechnology Information","fce4c2b1-2b5d-5506-9152-5acc84a9a23d","Anaxyrus americanus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amphibia|Batrachia|Anura|Neobatrachia|Hyloidea|Bufonidae|Anaxyrus|Anaxyrus americanus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|class|superorder|order|suborder|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|8292|41666|8342|8416|8417|8382|651670|8389","8389",1,"2024-01-09T22:05:28Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Chordata","Amphibia","Anura","Bufonidae","Anaxyrus","Anaxyrus americanus"
"Ancylis burgessiana","Ancylis burgessiana",4,"National Center for Biotechnology Information","90fde228-b839-5d79-8ebe-bd422016a62b","Ancylis burgessiana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Olethreutinae|Enarmoniini|Ancylis|Ancylis burgessiana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|81687|581383|581395|1666450","1666450",0,"2024-01-09T23:06:46Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis burgessiana"
"Ancylis diminutana","Ancylis diminutana",4,"National Center for Biotechnology Information","2ae4b86b-3f3e-562c-a956-4eaf72740dff","Ancylis diminutana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Olethreutinae|Enarmoniini|Ancylis|Ancylis diminutana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|81687|581383|581395|1594233","1594233",0,"2024-01-09T23:03:59Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis diminutana"
"Ancylis lamiana","Ancylis lamiana",4,"National Center for Biotechnology Information","a40bf998-a3c6-53c1-8d3a-c8a34d3912e0","Ancylis laetana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Olethreutinae|Enarmoniini|Ancylis|Ancylis laetana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|81687|581383|581395|1100911","1100911",2,"2024-01-09T22:44:39Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis laetana"
"Ancylis nubeculana","Ancylis nubeculana",4,"National Center for Biotechnology Information","788a2362-f2ba-5507-b710-4af31c57f871","Ancylis nubeculana","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Apoditrysia|Tortricoidea|Tortricidae|Olethreutinae|Enarmoniini|Ancylis|Ancylis nubeculana","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104430|37568|7139|81687|581383|581395|1666454","1666454",0,"2024-01-09T23:06:46Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis nubeculana"
"Andrena fulgida","Andrena fulgida",4,"National Center for Biotechnology Information","47138452-5023-59fd-8427-b8542dea011c","Andrena fulvida","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Anthophila|Andrenidae|Andreninae|Andrena|Euandrena|Andrena fulvida","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|clade|family|subfamily|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|3042114|48719|205141|48720|205285|1542576","1542576",1,"2024-01-09T23:02:02Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena","Andrena fulvida"
"Andrena fulgida","Andrena fulgida",4,"National Center for Biotechnology Information","2504a799-7c72-580c-99f3-e073d7797aae","Andrena frigida","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Anthophila|Andrenidae|Andreninae|Andrena||Andrena frigida","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|clade|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|3042114|48719|205141|48720|1126400|586958","586958",2,"2024-01-09T22:28:40Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Andrenidae","Andrena","Andrena frigida"
